run_id,run_date,index_month,entity_name,entity_slug,platform,vertical,rank,score,chatgpt_score,perplexity_score,gemini_score,perplexity_vs_chatgpt_delta,trend,delta_rank,archetype,archetype_label
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Insightly,insightly,chatgpt,crm-sales,7,11.11,11.11,8.7,3.85,-2.41,stable,,unclassified,—
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Insightly,insightly,gemini,crm-sales,25,3.85,11.11,8.7,3.85,-2.41,stable,,unclassified,—
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Insightly,insightly,perplexity,crm-sales,6,8.7,11.11,8.7,3.85,-2.41,stable,,unclassified,—
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Jasper,jasper,chatgpt,ai-llm-tools,2,61.11,61.11,33.33,13.04,-27.78,stable,,training_dependent,🧠 AI Memory Brand
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Jasper,jasper,gemini,ai-llm-tools,6,13.04,61.11,33.33,13.04,-27.78,stable,,training_dependent,🧠 AI Memory Brand
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Jasper,jasper,perplexity,ai-llm-tools,5,33.33,61.11,33.33,13.04,-27.78,stable,,training_dependent,🧠 AI Memory Brand
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Keap,keap,chatgpt,crm-sales,8,11.11,11.11,4.35,3.85,-6.76,stable,,unclassified,—
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Keap,keap,gemini,crm-sales,26,3.85,11.11,4.35,3.85,-6.76,stable,,unclassified,—
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Keap,keap,perplexity,crm-sales,9,4.35,11.11,4.35,3.85,-6.76,stable,,unclassified,—
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Majestic,majestic,chatgpt,seo-marketing,8,13.04,13.04,0.0,0.0,-13.04,stable,,ghost,🫥 Fading Brand
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Mangools,mangools,chatgpt,seo-marketing,11,4.35,4.35,4.55,10.53,0.2,stable,,unclassified,—
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Mangools,mangools,gemini,seo-marketing,11,10.53,4.35,4.55,10.53,0.2,stable,,unclassified,—
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Mangools,mangools,perplexity,seo-marketing,15,4.55,4.35,4.55,10.53,0.2,stable,,unclassified,—
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Midjourney,midjourney,gemini,ai-llm-tools,5,17.39,0.0,0.0,17.39,0.0,stable,,unclassified,—
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Monday.com,monday-crm,gemini,crm-sales,28,3.85,0.0,4.35,3.85,4.35,stable,,unclassified,—
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Monday.com,monday-crm,perplexity,crm-sales,11,4.35,0.0,4.35,3.85,4.35,stable,,unclassified,—
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Moz,moz,chatgpt,seo-marketing,3,47.83,47.83,9.09,52.63,-38.74,stable,,training_dependent,🧠 AI Memory Brand
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Moz,moz,gemini,seo-marketing,4,52.63,47.83,9.09,52.63,-38.74,stable,,training_dependent,🧠 AI Memory Brand
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Moz,moz,perplexity,seo-marketing,9,9.09,47.83,9.09,52.63,-38.74,stable,,training_dependent,🧠 AI Memory Brand
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Notion AI,notion-ai,gemini,ai-llm-tools,9,4.35,0.0,5.56,4.35,5.56,stable,,unclassified,—
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Notion AI,notion-ai,perplexity,ai-llm-tools,12,5.56,0.0,5.56,4.35,5.56,stable,,unclassified,—
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Perplexity,perplexity,perplexity,ai-llm-tools,8,11.11,0.0,11.11,0.0,11.11,stable,,unclassified,—
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Pipedrive,pipedrive,chatgpt,crm-sales,4,18.52,18.52,52.17,15.38,33.65,stable,,retrieval_driven,🔍 Live Search Brand
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Pipedrive,pipedrive,gemini,crm-sales,4,15.38,18.52,52.17,15.38,33.65,stable,,retrieval_driven,🔍 Live Search Brand
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Pipedrive,pipedrive,perplexity,crm-sales,4,52.17,18.52,52.17,15.38,33.65,stable,,retrieval_driven,🔍 Live Search Brand
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Rank Math,rank-math,chatgpt,seo-marketing,10,13.04,13.04,9.09,10.53,-3.95,stable,,unclassified,—
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Rank Math,rank-math,gemini,seo-marketing,10,10.53,13.04,9.09,10.53,-3.95,stable,,unclassified,—
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Rank Math,rank-math,perplexity,seo-marketing,10,9.09,13.04,9.09,10.53,-3.95,stable,,unclassified,—
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Runway,runway,perplexity,ai-llm-tools,13,5.56,0.0,5.56,0.0,5.56,stable,,unclassified,—
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,SE Ranking,se-ranking,chatgpt,seo-marketing,12,4.35,4.35,18.18,5.26,13.83,stable,,unclassified,—
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,SE Ranking,se-ranking,gemini,seo-marketing,24,5.26,4.35,18.18,5.26,13.83,stable,,unclassified,—
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,SE Ranking,se-ranking,perplexity,seo-marketing,4,18.18,4.35,18.18,5.26,13.83,stable,,unclassified,—
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Salesforce,salesforce,chatgpt,crm-sales,1,100.0,100.0,100.0,100.0,0.0,stable,,consensus_dominant,👑 Dominant Brand
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Salesforce,salesforce,gemini,crm-sales,1,100.0,100.0,100.0,100.0,0.0,stable,,consensus_dominant,👑 Dominant Brand
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Salesforce,salesforce,perplexity,crm-sales,1,100.0,100.0,100.0,100.0,0.0,stable,,consensus_dominant,👑 Dominant Brand
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Screaming Frog,screaming-frog,chatgpt,seo-marketing,5,17.39,17.39,18.18,21.05,0.79,stable,,unclassified,—
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Screaming Frog,screaming-frog,gemini,seo-marketing,5,21.05,17.39,18.18,21.05,0.79,stable,,unclassified,—
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Screaming Frog,screaming-frog,perplexity,seo-marketing,5,18.18,17.39,18.18,21.05,0.79,stable,,unclassified,—
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Semrush,semrush,chatgpt,seo-marketing,2,95.65,95.65,100.0,100.0,4.35,stable,,consensus_dominant,👑 Dominant Brand
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Semrush,semrush,gemini,seo-marketing,1,100.0,95.65,100.0,100.0,4.35,stable,,consensus_dominant,👑 Dominant Brand
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Semrush,semrush,perplexity,seo-marketing,1,100.0,95.65,100.0,100.0,4.35,stable,,consensus_dominant,👑 Dominant Brand
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,SugarCRM,sugarcrm,chatgpt,crm-sales,6,11.11,11.11,0.0,3.85,-11.11,stable,,ghost,🫥 Fading Brand
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,SugarCRM,sugarcrm,gemini,crm-sales,27,3.85,11.11,0.0,3.85,-11.11,stable,,ghost,🫥 Fading Brand
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Surfer SEO,surfer-seo,chatgpt,seo-marketing,9,13.04,13.04,13.64,10.53,0.6,stable,,unclassified,—
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Surfer SEO,surfer-seo,gemini,seo-marketing,12,10.53,13.04,13.64,10.53,0.6,stable,,unclassified,—
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Surfer SEO,surfer-seo,perplexity,seo-marketing,6,13.64,13.04,13.64,10.53,0.6,stable,,unclassified,—
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Ubersuggest,ubersuggest,chatgpt,seo-marketing,6,17.39,17.39,4.55,10.53,-12.84,stable,,ghost,🫥 Fading Brand
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Ubersuggest,ubersuggest,gemini,seo-marketing,8,10.53,17.39,4.55,10.53,-12.84,stable,,ghost,🫥 Fading Brand
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Ubersuggest,ubersuggest,perplexity,seo-marketing,16,4.55,17.39,4.55,10.53,-12.84,stable,,ghost,🫥 Fading Brand
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Writesonic,writesonic,chatgpt,ai-llm-tools,9,11.11,11.11,11.11,4.35,0.0,stable,,unclassified,—
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Writesonic,writesonic,gemini,ai-llm-tools,10,4.35,11.11,11.11,4.35,0.0,stable,,unclassified,—
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Writesonic,writesonic,perplexity,ai-llm-tools,10,11.11,11.11,11.11,4.35,0.0,stable,,unclassified,—
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Yoast SEO,yoast-seo,chatgpt,seo-marketing,7,17.39,17.39,9.09,10.53,-8.3,stable,,unclassified,—
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Yoast SEO,yoast-seo,gemini,seo-marketing,9,10.53,17.39,9.09,10.53,-8.3,stable,,unclassified,—
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Yoast SEO,yoast-seo,perplexity,seo-marketing,11,9.09,17.39,9.09,10.53,-8.3,stable,,unclassified,—
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Zoho CRM,zoho-crm,chatgpt,crm-sales,3,40.74,40.74,60.87,34.62,20.13,stable,,retrieval_driven,🔍 Live Search Brand
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Zoho CRM,zoho-crm,gemini,crm-sales,3,34.62,40.74,60.87,34.62,20.13,stable,,retrieval_driven,🔍 Live Search Brand
c4fe67bc-4ae4-4836-9d48-7cbfe3fc3ead,2026-06-15 12:08:31.664130,2026-06,Zoho CRM,zoho-crm,perplexity,crm-sales,3,60.87,40.74,60.87,34.62,20.13,stable,,retrieval_driven,🔍 Live Search Brand
